dataset,positive,tau,min_samples,n_repeats,max_d,selection,method,budget,coverage,coverage_se,purity,splits_with_groups,purity_reaches_tau,net_coverage,net_coverage_se,stability,conditions_spent,train_coverage,minus_vsf,minus_vsf_se,net_minus_vsf,net_minus_vsf_se,fold0_groups,selection_seconds,config,sig,net_sig
adult,>50K,0.7,20,2,4,certified,tree,4,0.1091,0.026,0.8249,10,1.0,0.0483,0.0081,0.636,3.0,0.1117,-0.0378,0.0262,0.0162,0.012,entropy-None-depth3-leaf10,14.671,adult >50K t=0.7 m=20 d<=4 cert,=,=
adult,>50K,0.7,20,2,4,certified,tree,8,0.1328,0.0227,0.8428,10,1.0,0.0693,0.0092,0.683,7.5,0.1351,-0.0166,0.0237,0.0306,0.0141,entropy-None-depth4-leaf19 | entropy-None-depth4-leaf30,14.671,adult >50K t=0.7 m=20 d<=4 cert,=,+
adult,>50K,0.7,20,2,4,certified,tree,16,0.1437,0.0133,0.8453,10,1.0,0.0785,0.0104,0.711,9.9,0.1455,-0.0122,0.0121,0.0227,0.0174,entropy-None-depth4-leaf19 | entropy-None-depth4-leaf30,14.671,adult >50K t=0.7 m=20 d<=4 cert,=,=
adult,>50K,0.7,20,2,4,certified,tree,32,0.1437,0.0133,0.8453,10,1.0,0.0785,0.0104,0.711,9.9,0.1455,-0.0122,0.0121,0.0227,0.0174,entropy-None-depth4-leaf19 | entropy-None-depth4-leaf30,14.671,adult >50K t=0.7 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,purity,vsf,1,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.462,attrition Yes t=0.5 m=20 d<=4 puri,=,=
attrition,Yes,0.5,20,5,4,purity,vsf,2,0.3401,0.0314,0.5211,25,0.64,0.0253,0.0428,0.941,2.0,0.3439,0.0,0.0,0.0,0.0,X_8+X_12#1,0.462,attrition Yes t=0.5 m=20 d<=4 puri,=,=
attrition,Yes,0.5,20,5,4,purity,vsf,4,0.3401,0.0314,0.5211,25,0.64,0.0253,0.0428,0.941,2.0,0.3439,0.0,0.0,0.0,0.0,X_8+X_12#1,0.462,attrition Yes t=0.5 m=20 d<=4 puri,=,=
attrition,Yes,0.5,20,5,4,purity,vsf,8,0.3443,0.0318,0.5263,25,0.68,0.0321,0.0445,0.994,2.16,0.3456,0.0,0.0,0.0,0.0,X_8+X_12#1,0.462,attrition Yes t=0.5 m=20 d<=4 puri,=,=
attrition,Yes,0.5,20,5,4,purity,vsf,16,0.3443,0.0318,0.5263,25,0.68,0.0321,0.0445,0.994,2.16,0.3456,0.0,0.0,0.0,0.0,X_8+X_12#1,0.462,attrition Yes t=0.5 m=20 d<=4 puri,=,=
attrition,Yes,0.5,20,5,4,purity,vsf,32,0.3443,0.0318,0.5263,25,0.68,0.0321,0.0445,0.994,2.16,0.3456,0.0,0.0,0.0,0.0,X_8+X_12#1,0.462,attrition Yes t=0.5 m=20 d<=4 puri,=,=
attrition,Yes,0.5,20,5,4,purity,vsf_partial,1,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.76,attrition Yes t=0.5 m=20 d<=4 puri,=,=
attrition,Yes,0.5,20,5,4,purity,vsf_partial,2,0.3401,0.0314,0.5211,25,0.64,0.0253,0.0428,0.941,2.0,0.3439,0.0,0.0,0.0,0.0,X_8+X_12#1,0.76,attrition Yes t=0.5 m=20 d<=4 puri,=,=
attrition,Yes,0.5,20,5,4,purity,vsf_partial,4,0.3468,0.0314,0.5285,25,0.68,0.033,0.0478,0.942,2.24,0.3504,0.0068,0.0108,0.0077,0.0258,X_8+X_12#1,0.76,attrition Yes t=0.5 m=20 d<=4 puri,=,=
attrition,Yes,0.5,20,5,4,purity,vsf_partial,8,0.4329,0.031,0.5206,25,0.68,0.0338,0.0412,0.922,5.16,0.4411,0.0886,0.0207,0.0017,0.0283,X_8+X_12#1 | X_9+X_12+X_13#57,0.76,attrition Yes t=0.5 m=20 d<=4 puri,+,=
attrition,Yes,0.5,20,5,4,purity,vsf_partial,16,0.4287,0.0306,0.5128,25,0.64,0.0194,0.0468,0.868,6.12,0.4439,0.0844,0.0229,-0.0127,0.0421,X_8+X_12#1 | X_9+X_12+X_13#57,0.76,attrition Yes t=0.5 m=20 d<=4 puri,+,=
attrition,Yes,0.5,20,5,4,purity,vsf_partial,32,0.4287,0.0306,0.5128,25,0.64,0.0194,0.0468,0.868,6.12,0.4439,0.0844,0.0229,-0.0127,0.0421,X_8+X_12#1 | X_9+X_12+X_13#57,0.76,attrition Yes t=0.5 m=20 d<=4 puri,+,=
attrition,Yes,0.5,20,5,4,purity,vsf_greedy,1,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006,attrition Yes t=0.5 m=20 d<=4 puri,=,=
attrition,Yes,0.5,20,5,4,purity,vsf_greedy,2,0.1987,0.0631,0.4464,25,0.32,-0.0261,0.0334,0.4,2.0,0.2212,-0.1414,0.0743,-0.0514,0.0453,X_9+X_13#32,0.006,attrition Yes t=0.5 m=20 d<=4 puri,=,=
attrition,Yes,0.5,20,5,4,purity,vsf_greedy,4,0.2121,0.0595,0.4581,25,0.4,-0.0218,0.0357,0.407,2.68,0.2457,-0.128,0.0707,-0.0471,0.045,X_8+X_9+X_13+X_18#14,0.006,attrition Yes t=0.5 m=20 d<=4 puri,=,=
attrition,Yes,0.5,20,5,4,purity,vsf_greedy,8,0.2222,0.0545,0.4609,25,0.48,-0.0252,0.0418,0.39,3.68,0.2597,-0.1221,0.0639,-0.0573,0.0507,X_9+X_13+X_18#31 | X_9+X_13+X_18#102,0.006,attrition Yes t=0.5 m=20 d<=4 puri,=,=
attrition,Yes,0.5,20,5,4,purity,vsf_greedy,16,0.2256,0.0567,0.4566,25,0.44,-0.0286,0.0417,0.398,4.2,0.2632,-0.1187,0.0648,-0.0607,0.0495,X_9+X_13+X_18#31 | X_9+X_13+X_18#102,0.006,attrition Yes t=0.5 m=20 d<=4 puri,=,=
attrition,Yes,0.5,20,5,4,purity,vsf_greedy,32,0.2256,0.0567,0.4566,25,0.44,-0.0286,0.0417,0.398,4.2,0.2632,-0.1187,0.0648,-0.0607,0.0495,X_9+X_13+X_18#31 | X_9+X_13+X_18#102,0.006,attrition Yes t=0.5 m=20 d<=4 puri,=,=
attrition,Yes,0.5,20,5,4,purity,rules,1,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.344,attrition Yes t=0.5 m=20 d<=4 puri,=,=
attrition,Yes,0.5,20,5,4,purity,rules,2,0.3401,0.0314,0.5211,25,0.64,0.0253,0.0428,0.941,2.0,0.3439,0.0,0.0,0.0,0.0,X_8=0 & X_12=1,0.344,attrition Yes t=0.5 m=20 d<=4 puri,=,=
attrition,Yes,0.5,20,5,4,purity,rules,4,0.4043,0.0305,0.461,25,0.32,-0.0735,0.0558,0.702,4.0,0.4262,0.0643,0.0269,-0.0988,0.0386,X_8=0 & X_12=1 | X_2=2 & X_7=1,0.344,attrition Yes t=0.5 m=20 d<=4 puri,+,-
attrition,Yes,0.5,20,5,4,purity,rules,8,0.5267,0.0372,0.4515,25,0.12,-0.1174,0.0613,0.78,7.56,0.5582,0.1824,0.0368,-0.1495,0.0468,X_8=0 & X_12=1 | X_11=2 & X_17=0 & X_18=0 | X_2=2 & X_12=1 & X_13=0,0.344,attrition Yes t=0.5 m=20 d<=4 puri,+,-
attrition,Yes,0.5,20,5,4,purity,rules,16,0.6272,0.0278,0.4135,25,0.0,-0.271,0.074,0.696,15.4,0.6884,0.2829,0.0342,-0.3032,0.0673,X_8=0 & X_12=1 | X_11=2 & X_17=0 & X_18=0 | X_2=2 & X_12=1 & X_13=0 | X_8=0 & X_10=1 & X_13=0 | X_2=2 & X_7=1 | X_1=1 & X_3=0 & X_18=0,0.344,attrition Yes t=0.5 m=20 d<=4 puri,+,-
attrition,Yes,0.5,20,5,4,purity,rules,32,0.6929,0.0315,0.3605,25,0.0,-0.541,0.0782,0.649,31.76,0.8144,0.3486,0.0329,-0.5732,0.0671,X_8=0 & X_12=1 | X_11=2 & X_17=0 & X_18=0 | X_2=2 & X_12=1 & X_13=0 | X_8=0 & X_10=1 & X_13=0 | X_2=2 & X_7=1 | X_1=1 & X_3=0 & X_18=0 | X_13=0 & X_14=0 | X_6=1 & X_7=2 & X_12=1 | X_7=2 & X_15=0 & X_19=2 | X_8=0 & X_14=0 | X_3=4 & X_12=1 & X_14=3 | X_1=1 & X_11=2 & X_19=2,0.344,attrition Yes t=0.5 m=20 d<=4 puri,+,-
attrition,Yes,0.5,20,5,4,purity,rules_pure,1,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.342,attrition Yes t=0.5 m=20 d<=4 puri,=,=
attrition,Yes,0.5,20,5,4,purity,rules_pure,2,0.3401,0.0314,0.5211,25,0.64,0.0253,0.0428,0.941,2.0,0.3439,0.0,0.0,0.0,0.0,X_8=0 & X_12=1,0.342,attrition Yes t=0.5 m=20 d<=4 puri,=,=
attrition,Yes,0.5,20,5,4,purity,rules_pure,4,0.3848,0.0393,0.4877,25,0.56,-0.0271,0.065,0.775,4.0,0.4055,0.0448,0.0172,-0.0524,0.0398,X_8=0 & X_12=1 | X_2=2 & X_7=1,0.342,attrition Yes t=0.5 m=20 d<=4 puri,+,=
attrition,Yes,0.5,20,5,4,purity,rules_pure,8,0.5139,0.0395,0.482,25,0.4,-0.0405,0.0534,0.801,7.72,0.5384,0.1696,0.031,-0.0726,0.0379,X_8=0 & X_12=1 | X_11=2 & X_15=0 & X_18=0 | X_2=2 & X_12=1 & X_13=0,0.342,attrition Yes t=0.5 m=20 d<=4 puri,+,=
attrition,Yes,0.5,20,5,4,purity,rules_pure,16,0.5772,0.0301,0.4573,25,0.16,-0.1113,0.0592,0.719,15.36,0.6428,0.2329,0.025,-0.1434,0.0438,X_8=0 & X_12=1 | X_11=2 & X_15=0 & X_18=0 | X_2=2 & X_12=1 & X_13=0 | X_8=0 & X_10=1 & X_13=0 | X_2=2 & X_7=1 | X_4=5 & X_13=0 & X_15=0,0.342,attrition Yes t=0.5 m=20 d<=4 puri,+,-
attrition,Yes,0.5,20,5,4,purity,rules_pure,32,0.6118,0.027,0.4274,25,0.0,-0.2135,0.0622,0.688,31.2,0.7234,0.2674,0.0251,-0.2456,0.0497,X_8=0 & X_12=1 | X_11=2 & X_15=0 & X_18=0 | X_2=2 & X_12=1 & X_13=0 | X_8=0 & X_10=1 & X_13=0 | X_2=2 & X_7=1 | X_3=0 & X_7=0 & X_10=0 & X_18=0 | X_4=5 & X_13=0 & X_15=0 | X_12=1 & X_18=0 & X_19=2 | X_5=1 & X_13=0 & X_17=0 & X_18=0 | X_10=1 & X_13=0 & X_16=1,0.342,attrition Yes t=0.5 m=20 d<=4 puri,+,-
attrition,Yes,0.5,20,5,4,purity,rules_disjoint,1,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.347,attrition Yes t=0.5 m=20 d<=4 puri,=,=
attrition,Yes,0.5,20,5,4,purity,rules_disjoint,2,0.3401,0.0314,0.5211,25,0.64,0.0253,0.0428,0.941,2.0,0.3439,0.0,0.0,0.0,0.0,X_8=0 & X_12=1,0.347,attrition Yes t=0.5 m=20 d<=4 puri,=,=
attrition,Yes,0.5,20,5,4,purity,rules_disjoint,4,0.3434,0.0316,0.5201,25,0.64,0.0236,0.0436,0.918,2.16,0.349,0.0034,0.0063,-0.0017,0.0046,X_8=0 & X_12=1,0.347,attrition Yes t=0.5 m=20 d<=4 puri,=,=
attrition,Yes,0.5,20,5,4,purity,rules_disjoint,8,0.4387,0.03,0.52,25,0.68,0.0338,0.0359,0.907,5.52,0.4504,0.0944,0.0217,0.0016,0.0285,X_8=0 & X_12=1 | X_9=7 & X_12=1 & X_13=0,0.347,attrition Yes t=0.5 m=20 d<=4 puri,+,=
attrition,Yes,0.5,20,5,4,purity,rules_disjoint,16,0.4742,0.0312,0.495,25,0.52,-0.0109,0.0465,0.779,9.04,0.5095,0.1299,0.0275,-0.043,0.0338,X_8=0 & X_12=1 | X_9=7 & X_12=1 & X_13=0 | X_8=0 & X_10=1 & X_12=0 & X_13=0,0.347,attrition Yes t=0.5 m=20 d<=4 puri,+,=
attrition,Yes,0.5,20,5,4,purity,rules_disjoint,32,0.4742,0.0312,0.495,25,0.52,-0.0109,0.0465,0.779,9.04,0.5095,0.1299,0.0275,-0.043,0.0338,X_8=0 & X_12=1 | X_9=7 & X_12=1 & X_13=0 | X_8=0 & X_10=1 & X_12=0 & X_13=0,0.347,attrition Yes t=0.5 m=20 d<=4 puri,+,=
attrition,Yes,0.5,20,5,4,purity,tree,1,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.071,attrition Yes t=0.5 m=20 d<=4 puri,=,=
attrition,Yes,0.5,20,5,4,purity,tree,2,0.3281,0.0482,0.5227,24,0.667,0.0262,0.0426,0.92,1.92,0.3332,-0.0119,0.0321,0.0009,0.0023,entropy-None-depth2-leaf6,0.071,attrition Yes t=0.5 m=20 d<=4 puri,=,=
attrition,Yes,0.5,20,5,4,purity,tree,4,0.3409,0.0312,0.5303,25,0.68,0.0338,0.046,0.956,2.04,0.3401,0.0009,0.0023,0.0085,0.0229,entropy-None-depth2-leaf6,0.071,attrition Yes t=0.5 m=20 d<=4 puri,=,=
attrition,Yes,0.5,20,5,4,purity,tree,8,0.3375,0.0332,0.5276,25,0.68,0.0304,0.0433,0.936,2.24,0.3414,-0.0068,0.0183,-0.0017,0.0046,entropy-None-depth2-leaf6,0.071,attrition Yes t=0.5 m=20 d<=4 puri,=,=
attrition,Yes,0.5,20,5,4,purity,tree,16,0.3383,0.0322,0.5261,25,0.76,0.0304,0.0366,0.576,11.04,0.3758,-0.006,0.0275,-0.0017,0.026,gini-balanced-depth4-leaf29 | gini-balanced-depth4-leaf14 | gini-balanced-depth4-leaf23 | gini-balanced-depth4-leaf26,0.071,attrition Yes t=0.5 m=20 d<=4 puri,=,=
attrition,Yes,0.5,20,5,4,purity,tree,32,0.3433,0.034,0.524,25,0.76,0.0254,0.0412,0.56,11.48,0.381,-0.001,0.0299,-0.0067,0.0247,gini-balanced-depth4-leaf29 | gini-balanced-depth4-leaf14 | gini-balanced-depth4-leaf23 | gini-balanced-depth4-leaf26,0.071,attrition Yes t=0.5 m=20 d<=4 puri,=,=
attrition,Yes,0.5,20,5,4,certified,vsf,1,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.511,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,vsf,2,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.511,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,vsf,4,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.511,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,vsf,8,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.511,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,vsf,16,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.511,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,vsf,32,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.511,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,vsf_partial,1,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.529,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,vsf_partial,2,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.529,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,vsf_partial,4,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.529,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,vsf_partial,8,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.529,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,vsf_partial,16,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.529,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,vsf_partial,32,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.529,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,vsf_greedy,1,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.072,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,vsf_greedy,2,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.072,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,vsf_greedy,4,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.072,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,vsf_greedy,8,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.072,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,vsf_greedy,16,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.072,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,vsf_greedy,32,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.072,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,rules,1,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.305,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,rules,2,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.305,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,rules,4,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.305,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,rules,8,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.305,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,rules,16,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.305,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,rules,32,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.305,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,rules_pure,1,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.306,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,rules_pure,2,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.306,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,rules_pure,4,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.306,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,rules_pure,8,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.306,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,rules_pure,16,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.306,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,rules_pure,32,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.306,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,rules_disjoint,1,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.307,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,rules_disjoint,2,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.307,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,rules_disjoint,4,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.307,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,rules_disjoint,8,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.307,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,rules_disjoint,16,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.307,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,rules_disjoint,32,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.307,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,tree,1,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.133,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,tree,2,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.133,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,tree,4,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.133,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,tree,8,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.133,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,tree,16,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.133,attrition Yes t=0.5 m=20 d<=4 cert,=,=
attrition,Yes,0.5,20,5,4,certified,tree,32,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.133,attrition Yes t=0.5 m=20 d<=4 cert,=,=
breast_cancer,recurrence-events,0.7,1,5,4,purity,vsf,1,0.0094,0.015,0.1905,7,0.0,-0.062,0.0682,0.377,0.96,0.0259,0.0,0.0,0.0,0.0,X_4#3,0.036,breast_cancer recurrence-events t=0.7 m=1 d<=4 puri,=,=
breast_cancer,recurrence-events,0.7,1,5,4,purity,vsf,2,0.24,0.0626,0.6993,25,0.64,0.0204,0.134,0.839,2.0,0.2694,0.0,0.0,0.0,0.0,X_2+X_6#8,0.036,breast_cancer recurrence-events t=0.7 m=1 d<=4 puri,=,=
breast_cancer,recurrence-events,0.7,1,5,4,purity,vsf,4,0.2518,0.0545,0.7124,25,0.64,-0.0008,0.1411,0.834,2.52,0.2806,0.0,0.0,0.0,0.0,X_2+X_6#8,0.036,breast_cancer recurrence-events t=0.7 m=1 d<=4 puri,=,=
breast_cancer,recurrence-events,0.7,1,5,4,purity,vsf,8,0.2188,0.0513,0.6383,25,0.4,-0.0996,0.1476,0.491,4.24,0.2976,0.0,0.0,0.0,0.0,X_2+X_6#8,0.036,breast_cancer recurrence-events t=0.7 m=1 d<=4 puri,=,=
breast_cancer,recurrence-events,0.7,1,5,4,purity,vsf,16,0.2682,0.0572,0.6565,25,0.4,-0.0941,0.1488,0.489,15.48,0.3618,0.0,0.0,0.0,0.0,X_3+X_5+X_6#17 | X_3+X_5+X_6#9 | X_3+X_5+X_6#6 | X_3+X_5+X_6#11 | X_3+X_5+X_6#12,0.036,breast_cancer recurrence-events t=0.7 m=1 d<=4 puri,=,=
breast_cancer,recurrence-events,0.7,1,5,4,purity,vsf,32,0.2729,0.0619,0.6329,25,0.32,-0.1059,0.1355,0.502,20.2,0.3782,0.0,0.0,0.0,0.0,X_3+X_5+X_6#17 | X_3+X_5+X_6#9 | X_3+X_5+X_6#6 | X_3+X_5+X_6#11 | X_3+X_5+X_6#12,0.036,breast_cancer recurrence-events t=0.7 m=1 d<=4 puri,=,=
breast_cancer,recurrence-events,0.7,1,5,4,purity,vsf_partial,1,0.0094,0.015,0.1905,7,0.0,-0.062,0.0682,0.377,0.96,0.0259,0.0,0.0,0.0,0.0,X_4#3,0.104,breast_cancer recurrence-events t=0.7 m=1 d<=4 puri,=,=
breast_cancer,recurrence-events,0.7,1,5,4,purity,vsf_partial,2,0.24,0.0626,0.6993,25,0.64,0.0204,0.134,0.839,2.0,0.2694,0.0,0.0,0.0,0.0,X_2+X_6#8,0.104,breast_cancer recurrence-events t=0.7 m=1 d<=4 puri,=,=
breast_cancer,recurrence-events,0.7,1,5,4,purity,vsf_partial,4,0.2659,0.0685,0.6168,25,0.44,-0.1075,0.1718,0.663,4.0,0.3271,0.0141,0.0357,-0.1067,0.0911,X_2+X_6#8 | X_2+X_4#5,0.104,breast_cancer recurrence-events t=0.7 m=1 d<=4 puri,=,=
breast_cancer,recurrence-events,0.7,1,5,4,purity,vsf_partial,8,0.2729,0.054,0.528,25,0.16,-0.3365,0.192,0.445,7.72,0.4141,0.0541,0.0408,-0.2369,0.1306,X_2+X_6#8 | X_2+X_6+X_9#5 | X_2+X_4+X_6#5,0.104,breast_cancer recurrence-events t=0.7 m=1 d<=4 puri,=,=
breast_cancer,recurrence-events,0.7,1,5,4,purity,vsf_partial,16,0.3082,0.0486,0.5202,25,0.08,-0.3671,0.1527,0.437,14.08,0.4794,0.04,0.0464,-0.2729,0.133,X_2+X_6#8 | X_2+X_4+X_6+X_8#14 | X_2+X_4+X_8#5 | X_2+X_4+X_8#8 | X_2+X_6+X_8#10,0.104,breast_cancer recurrence-events t=0.7 m=1 d<=4 puri,=,-
breast_cancer,recurrence-events,0.7,1,5,4,purity,vsf_partial,32,0.3247,0.055,0.5402,25,0.04,-0.3725,0.1789,0.453,20.92,0.5041,0.0518,0.0512,-0.2667,0.1587,X_2+X_6#8 | X_2+X_4+X_6+X_8#14 | X_2+X_4+X_8#5 | X_2+X_4+X_8#8 | X_2+X_6+X_8#10,0.104,breast_cancer recurrence-events t=0.7 m=1 d<=4 puri,=,=
breast_cancer,recurrence-events,0.7,1,5,4,purity,vsf_greedy,1,0.0094,0.015,0.1905,7,0.0,-0.062,0.0682,0.377,0.96,0.0259,0.0,0.0,0.0,0.0,X_4#3,0.006,breast_cancer recurrence-events t=0.7 m=1 d<=4 puri,=,=
